Henri Becquerel (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Henri Golaudin (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Henriette (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 1
Henry (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Hévin (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Igny (voie d’)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Ile (allée de l’)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Ile Bouchard (rue de l’)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Ile de France (résidence)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Ile de France (rue de l’)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4 
Ile-De-France (Ecole Maternelle la Plaine) (10 rue de l’)	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Isabelle (allée)	,	lundi vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Jacques Delille (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Jardins (cité des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 3
Jean Auguste Ingres (allée)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Jean Baptiste Bouziat (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Jean Baptiste Clément (avenue) - du n°1 au 17 et du 2 au 48	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 4
Jean Baptiste Clément (avenue) - du n°50 au 136	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 3
Jean Baptiste Clément (avenue) - du n°138 au 150	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Jean Baptiste Clément (avenue) - du n°152 au 156	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Jean Baptiste Clément (avenue) - du n°23 au 47	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Jean Baptiste Clément (avenue) - du n°49 au 149	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Jean Baptiste Clément (avenue) - du n°151 au 171	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Jean Georget (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Jean Jacques Rousseau (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Jean Jaurès (avenue) - Du n°2 au 172,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur X	, Secteur 1
Jean Jaurès (avenue) - Du n°174 au 257,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur X	, Secteur 2
Jeanne (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Jeanne (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Jeanne d’Arc (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Jeanne Hachette (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Jules Ferry (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Place Jules Hunebelle	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Lacombe (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Latecoere (allée)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Lazare Carnot (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Leisnier (cité)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Léon Cambillard (avenue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Leux (rue des)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Liberté (rue de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Liège (rue de)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Lieutenant Raoul Batany (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Lilas (rue des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Lily (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Loges (sentier des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Lorraine (rue de)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Louis Dupont (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Louis Georges (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Louis Grossin (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Louis Guespin (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Louis Moignard (impasse)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Louise (allée)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Louise Filleaux Tiger (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Louise Possoz (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 1
Lucile Legrand (allée)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Maine (rue du)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Maison Blanche (parc de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Maison Blanche (rue de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Majadahonda (place)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Marcel Doret (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Marconi (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Marguerite (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Marguerite Renaudin (avenue) - du n°1 au 146, secteur 2,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur X	,	Secteur 1
Marguerite Renaudin (avenue) - du n°148 au 220, secteur 2,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur X	,	Secteur 2
Marie Doffe (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Marie Fichet (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Marie Thérèse (allée)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Marquis (place)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Marronniers (avenue des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Martial Granchamp (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Martial Grandchamp Prolongée (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Martin (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Matrets (allée des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Maurice Gunsbourg (place)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Meudon (allée de)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Meudon (impassedel’alléede)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Meudon (rue de)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Midi (impasse du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Midi (rue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Monplaisir (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Montesquieu (allée)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Montoir (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 3
Montoir (villa du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 3
Montrous (sentier des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Monts (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Monts (villa des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Moulin de la Tour (boulevard du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Moulin de Pierre (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Neuve Montholon (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Newton (avenue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Nieuport (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Nivernais (allée du)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Nivernais (2 allée)	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Nivernais (Ecole Maternelle Anne Frank) (4 allée du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Noise (rue de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Noisetiers (allée des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Nord (rue du)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Normandie (rue de)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Normandie (Crèche Munici- pale Multi-Accueil Normandie) (44 rue de)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Nouvelle (allée)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Nouvelle Poste (allée de la)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Oellers (allée)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Ouest (rue de l’)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Paix (avenue de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Paix (1 avenue de la)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Panorama (rue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Parc (chemin du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Parc (rue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Parc de Fleury (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 3
Parmentier (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Pascal (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Pasteur (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Paul Andrillon (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Paul Bert (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Paul Eluard (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Paul Pade (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Paul Vaillant Couturier (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Pavé Blanc (route du)	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Pavillon (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Pépinière (cité de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Percy (rue de)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Percy (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Perreyon (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Perouse (allée la)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Perthuis (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Perthuis (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Petit Clamart (avenue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Petit Clamart (rond point du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Petits Pois (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 1
Petits Ponts (chemin des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Picardie (rue de)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Pierre Baudry (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Pierre Benoit (allée)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Pierre Bogaert (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Pierre Brossolette (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Pierre Corby (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Pierre Corby (7 rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 4
Pierre Corby (Ecole Jean Monet) (27 rue)	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Pierre de Fermat (allée)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Pierre et Marie Curie (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Pierre Franquet (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 1
Pierre Loti (allée)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Pierre Louvrier (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Pierre Louvrier (allée)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Plaine (rue de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Plaine (cité de la)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Plaine (mail de la)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Plains (sentier des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Plaisance (rue de)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Planchais (passage)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Plantes (rue des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Platanes (avenue des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Plateau (impasse du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Plâtrière (rue de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Plessis Piquet (rue du)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 4
Pommiers (rue des)	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Pommiers (allée des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Pont d’Amour (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Porte de Chatillon (route de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 3
Porte de Trivaux (rue de la) - du n°1 au 167 et du n°2 au 102	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Porte de Trivaux (rue de la) -du n°104 au 134	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Porte de Trivaux (rue de la) -du n°136 au 146	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Porte de Trivaux (rue de la) du n°169 au 197	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Bornes enterrées + secteur D	,	Secteur 4
Porte de Trivaux (rue de la) - du n°201 au 207	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Bornes enterrées + secteur D	,	Secteur 3
Porte de Trivaux (rue de la) - n°199 résidence de la Chaumière	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Poste (allée de la)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Prés (rue des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Président Roosevelt (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Pressoir (allée du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 4
Princesse (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Printemps (avenue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Progrès (avenue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Provence (rue de)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Pucelles (sentier des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Pyrénées (allée des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Racine (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Reaumur (avenue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Réné Samuel (avenue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
République (avenue de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Rochers (petit sentier des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Rochers (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Roger (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Roissys (rue des) - Du n°1 au 115,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Roissys (rue des) - Du n°117 au 199,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Roses (villa des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Rosiers (allée des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 2
Roue (rue de la)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Ruisseaux (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Sablons (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Saint Christophe (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 4
Saint Étienne (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Saint Pierre (rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Sans Souci (impasse)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Sans Souci (villa)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Savoie (rue de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Schneider (avenue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Schneider (villa)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Scunthorpe (place de)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Scunthorpe Résidence (place de)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Serpis (rue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Sevres (allée de)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 1
Soleil Levant (rue du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Sorbiers (rue des)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 1
Stendhal (rue)	,	Lundi, mercredi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Stendhal (avenue)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Sud (rue du)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 1
Sud (cour du)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Sygrie (avenue de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Sygrie (place de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 3
Taboise (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Taboise (18 rue)	,	Lundi, mercredi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur D	,	Secteur 2
Telephones (allée des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
Toulouse Lautrec (allée)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 3
Tour (impasse de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur D	,	Secteur 4
Touraine (rue de)	,	Borne enterrée	,	Borne enterrée	,	Lundi matin	,	Borne enterrée	,	Secteur 4
Tranquillite (impasse de la)	,	Lundi et vendredi soir	,	Jeudi soir	,	Lundi matin	,	Secteur B	,	Secteur 4
Travers Loups (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur A	,	Secteur 1
Traversière (rue)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur B	,	Secteur 4
Tricots (rue des)	,	Lundi et vendredi matin	,	Jeudi matin	,	Lundi matin	,	Secteur C	,	Secteur 2
